nitrogen,phosphorus,potassium,ph,rainfall,temperature,humidity,soil_type,season,region,irrigation,crop
3.0,69.0,23.0,7.3,42.96,28.67,63.19,clay,transitional,highland,0,lentils
99.0,41.0,36.0,6.74,182.56,24.46,82.75,clay,long_rains,sub_humid,1,rice
131.09,41.1,84.43,5.1,1998.87,18.86,79.9,silty,long_rains,highland,0,tea
101.71,59.34,50.13,6.6,749.94,22.42,65.71,silty,long_rains,highland,1,maize
58.33,38.44,34.46,6.5,359.6,31.38,40.49,sandy,short_rains,semi_arid,0,millet
34.0,6.0,27.0,5.86,147.89,25.85,90.93,loamy,long_rains,coastal,0,coconut
31.59,57.28,53.04,7.4,555.17,21.57,61.46,loamy,long_rains,sub_humid,0,beans
63.69,36.94,42.6,6.4,398.85,28.25,46.65,sandy,dry,arid,0,sorghum
62.77,37.82,40.1,5.7,421.07,28.36,44.15,loamy,dry,arid,1,sorghum
89.0,11.0,47.0,6.33,27.87,29.79,94.65,sandy,dry,sub_humid,1,muskmelon
57.34,40.89,37.18,6.1,298.58,33.04,39.04,sandy,dry,semi_arid,0,millet
37.73,59.86,52.38,6.5,528.92,21.3,65.04,silty,short_rains,highland,0,beans
62.82,52.74,65.71,6.6,604.46,28.0,42.57,sandy,short_rains,semi_arid,1,sunflower
65.25,39.55,42.26,6.4,425.94,30.89,46.06,sandy,short_rains,semi_arid,1,sorghum
22.0,70.0,19.0,5.52,69.45,18.24,21.08,loamy,long_rains,highland,0,kidney_beans
57.0,60.0,84.0,6.59,75.49,19.1,17.26,sandy,dry,semi_arid,0,chickpea
116.79,56.62,40.97,6.8,1770.58,26.63,83.37,clay,long_rains,coastal,0,rice
176.33,53.61,194.66,6.2,1364.21,26.62,76.12,loamy,long_rains,sub_humid,1,banana
202.0,50.32,142.93,7.1,1756.51,30.06,75.53,loamy,long_rains,sub_humid,1,sugarcane
154.86,40.3,71.75,5.2,2015.14,16.79,76.31,loamy,long_rains,highland,0,tea
2.0,21.0,35.0,6.29,179.82,25.03,91.54,sandy,long_rains,coastal,0,coconut
42.0,79.0,85.0,6.13,76.58,17.22,15.82,loamy,transitional,highland,0,chickpea
32.0,11.0,31.0,6.46,131.21,29.52,92.56,sandy,long_rains,coastal,0,coconut
82.14,40.59,37.23,6.7,567.5,16.22,55.83,loamy,dry,highland,0,wheat
148.67,42.16,90.09,5.6,2090.78,16.67,76.84,silty,long_rains,highland,0,tea
98.43,51.63,72.63,6.1,742.39,26.1,53.51,clay,long_rains,coastal,0,cotton
171.43,53.79,186.2,6.5,1654.17,26.34,80.48,loamy,long_rains,coastal,0,banana
90.04,54.52,49.16,6.4,709.24,22.09,65.07,silty,long_rains,highland,0,maize
90.0,44.0,38.0,7.47,241.2,23.84,83.88,clay,long_rains,coastal,0,rice
108.0,22.0,46.0,6.12,53.33,26.18,86.73,sandy,short_rains,sub_humid,1,watermelon
10.0,55.0,23.0,5.73,137.19,21.19,19.63,loamy,long_rains,highland,0,kidney_beans
20.82,58.61,48.78,5.6,546.73,18.39,53.02,loamy,dry,highland,0,chickpea
64.59,36.83,39.1,6.1,421.08,28.56,46.43,sandy,short_rains,arid,0,sorghum
74.36,42.61,38.34,6.2,560.75,16.95,53.63,loamy,dry,highland,0,wheat
116.51,67.17,109.01,6.7,622.4,18.05,72.77,loamy,long_rains,highland,0,cabbage
96.28,47.71,72.58,6.9,806.04,27.97,53.57,clay,long_rains,coastal,1,cotton
77.36,56.9,74.31,6.8,635.29,26.6,44.99,sandy,dry,semi_arid,0,sunflower
102.0,37.0,25.0,5.91,72.83,25.31,77.92,clay,long_rains,coastal,1,cotton
83.5,41.7,77.46,7.0,841.03,31.73,58.14,sandy,transitional,coastal,0,mango
108.28,85.09,121.92,6.9,590.07,23.22,62.48,silty,dry,highland,0,tomato
81.0,30.0,48.0,6.04,29.87,28.52,92.1,sandy,transitional,semi_arid,0,muskmelon
31.42,67.28,51.94,6.7,577.51,18.87,61.44,loamy,long_rains,highland,0,beans
32.0,13.0,42.0,5.79,106.62,23.5,92.98,sandy,dry,arid,1,pomegranate
177.62,61.86,190.28,6.4,1349.82,23.82,80.82,loamy,long_rains,sub_humid,0,banana
67.2,42.71,41.81,7.2,465.13,28.27,40.22,loamy,short_rains,semi_arid,0,sorghum
169.63,56.08,185.66,6.9,1591.34,26.29,80.4,loamy,long_rains,sub_humid,0,banana
115.78,52.92,45.13,6.9,1851.85,25.39,83.49,clay,long_rains,coastal,1,rice
20.0,28.0,26.0,5.55,167.05,26.38,91.5,sandy,long_rains,coastal,0,coconut
23.0,138.0,195.0,5.8,124.39,22.49,91.7,loamy,dry,highland,1,apple
31.0,36.0,29.0,6.46,97.46,33.94,52.72,loamy,dry,semi_arid,0,mango
14.0,21.0,35.0,6.12,194.31,29.53,91.91,loamy,long_rains,coastal,0,coconut
83.0,7.0,45.0,6.7,25.33,29.08,90.74,loamy,transitional,semi_arid,1,muskmelon
58.0,67.0,45.0,6.7,62.62,38.72,91.73,loamy,long_rains,coastal,0,papaya
56.16,47.96,79.86,6.0,942.27,26.5,75.99,loamy,long_rains,sub_humid,0,cassava
40.07,56.95,65.46,6.5,781.39,29.08,58.26,sandy,long_rains,coastal,0,groundnut
116.34,54.32,45.24,6.2,1944.84,26.46,87.03,clay,long_rains,coastal,0,rice
85.0,42.6,64.78,6.6,845.64,29.45,56.16,loamy,dry,semi_arid,0,mango
109.0,26.0,45.0,6.22,21.59,28.28,90.39,sandy,transitional,semi_arid,1,muskmelon
103.09,48.13,68.7,5.9,772.72,27.55,54.94,clay,long_rains,sub_humid,1,cotton
20.55,56.52,52.91,6.3,528.09,18.82,47.25,sandy,transitional,semi_arid,0,chickpea
29.0,75.0,75.0,7.06,88.46,19.62,18.71,sandy,dry,semi_arid,0,chickpea
132.03,69.48,117.38,7.1,602.72,17.38,69.45,clay,short_rains,highland,0,cabbage
69.92,60.03,107.69,6.2,650.15,25.26,63.98,sandy,long_rains,highland,0,sweetpotato
110.0,39.0,25.0,7.21,75.14,22.61,77.34,clay,long_rains,sub_humid,0,cotton
115.07,54.79,42.61,5.6,1630.21,27.97,89.99,clay,long_rains,coastal,1,rice
60.0,59.0,22.0,7.19,74.22,31.87,66.74,loamy,transitional,coastal,0,blackgram
58.54,44.67,80.27,6.0,1032.96,26.62,76.55,sandy,long_rains,sub_humid,0,cassava
90.52,56.78,50.93,6.3,707.17,23.9,63.02,silty,short_rains,sub_humid,0,maize
17.0,29.0,26.0,6.07,195.41,26.14,93.28,sandy,long_rains,coastal,0,coconut
31.0,58.0,15.0,6.17,45.37,28.32,60.19,clay,dry,semi_arid,1,lentils
94.0,50.0,37.0,6.95,209.59,25.67,80.66,silty,long_rains,coastal,1,rice
51.68,43.45,36.89,5.8,339.19,29.86,42.08,sandy,short_rains,semi_arid,0,millet
42.3,67.92,66.72,6.7,690.77,27.14,55.72,loamy,long_rains,coastal,0,groundnut
95.71,56.11,45.35,5.9,703.68,22.07,64.87,loamy,long_rains,highland,1,maize
28.29,57.95,41.39,7.2,376.46,19.91,46.61,clay,transitional,highland,0,lentils
89.0,54.0,38.0,6.69,230.45,24.52,83.54,silty,long_rains,sub_humid,1,rice
29.0,11.0,5.0,7.64,104.42,23.13,91.95,loamy,long_rains,sub_humid,0,orange
120.12,69.39,109.16,6.1,598.27,16.4,68.56,clay,short_rains,highland,0,cabbage
40.0,73.0,20.0,5.81,61.14,21.59,20.32,loamy,short_rains,sub_humid,0,kidney_beans
73.11,59.55,68.69,7.3,636.01,22.91,49.93,loamy,short_rains,sub_humid,0,sunflower
119.78,60.33,110.83,6.0,1526.75,20.22,73.72,silty,long_rains,highland,0,coffee
16.0,143.0,197.0,5.9,116.93,22.62,93.52,loamy,dry,highland,1,apple
74.39,44.0,35.32,6.2,440.83,31.01,48.26,loamy,short_rains,semi_arid,0,sorghum
110.58,55.7,45.03,6.9,1902.16,25.49,85.63,clay,long_rains,coastal,1,rice
98.09,72.85,100.91,6.1,478.61,21.73,50.39,sandy,dry,highland,1,onion
125.08,77.93,140.47,5.5,658.63,15.23,70.61,loamy,long_rains,highland,1,potato
34.0,6.0,30.0,5.95,171.76,27.08,97.0,loamy,long_rains,coastal,1,coconut
73.28,46.1,37.05,6.3,571.88,16.71,48.83,clay,dry,highland,0,wheat
7.0,79.0,23.0,5.82,96.66,19.64,19.69,silty,short_rains,highland,0,kidney_beans
120.93,70.35,102.33,6.3,596.43,17.52,65.13,clay,short_rains,highland,1,cabbage
75.45,40.44,70.06,6.0,819.03,30.51,63.71,sandy,transitional,semi_arid,0,mango
34.76,64.37,49.85,7.1,520.6,20.12,70.29,loamy,long_rains,highland,1,beans
188.84,64.19,132.11,5.7,1545.03,29.4,74.78,clay,long_rains,coastal,0,sugarcane
109.37,72.06,118.39,6.1,495.21,23.16,67.54,loamy,transitional,highland,1,tomato
120.0,23.0,28.0,6.88,196.27,25.67,51.29,silty,long_rains,highland,1,coffee
120.79,53.77,108.48,5.6,1708.33,19.92,71.28,loamy,long_rains,highland,0,coffee
124.98,76.72,128.44,6.0,657.6,14.39,71.71,loamy,long_rains,highland,0,potato
28.0,45.0,23.0,6.49,56.76,29.65,80.3,sandy,short_rains,semi_arid,0,mung_bean
116.88,56.15,102.68,7.3,699.28,16.97,71.64,clay,long_rains,highland,1,cabbage
62.47,50.89,71.71,6.0,571.89,25.06,52.04,loamy,dry,sub_humid,0,sunflower
63.58,41.54,39.46,7.0,426.91,28.34,39.11,loamy,dry,arid,1,sorghum
127.73,61.15,100.26,5.9,1478.79,20.89,73.86,silty,long_rains,highland,0,coffee
80.63,44.48,40.6,6.2,530.24,16.06,54.13,loamy,dry,highland,1,wheat
69.77,52.71,109.15,5.9,618.02,23.93,61.56,sandy,short_rains,highland,0,sweetpotato
178.29,63.12,146.3,6.1,1659.23,29.54,74.29,loamy,long_rains,coastal,1,sugarcane
84.0,39.0,35.0,6.96,117.31,23.18,52.14,loamy,long_rains,highland,0,coffee
69.87,52.04,100.15,6.1,641.14,24.54,64.02,sandy,short_rains,highland,0,sweetpotato
126.51,83.87,128.3,5.0,649.48,14.98,67.45,loamy,long_rains,highland,1,potato
24.67,57.5,48.24,5.7,528.71,18.44,55.1,sandy,transitional,semi_arid,0,chickpea
70.19,51.24,59.56,6.9,608.24,25.01,49.61,loamy,short_rains,semi_arid,0,sunflower
43.0,50.0,48.0,6.63,179.27,28.28,91.37,sandy,transitional,coastal,0,papaya
185.11,51.83,137.01,6.0,1648.96,29.79,71.82,loamy,long_rains,coastal,0,sugarcane
136.31,70.89,103.85,7.0,591.53,16.23,62.95,loamy,long_rains,highland,1,cabbage
95.0,82.0,48.0,5.72,92.78,27.39,83.31,loamy,long_rains,sub_humid,1,banana
56.32,30.59,30.16,5.9,338.04,32.82,39.32,sandy,dry,semi_arid,0,millet
25.0,121.0,201.0,5.59,70.08,30.51,82.72,loamy,dry,highland,1,grapes
81.28,47.4,39.01,7.4,550.9,15.97,50.15,loamy,dry,highland,0,wheat
113.73,72.21,109.35,6.4,679.32,19.68,66.05,clay,long_rains,highland,1,cabbage
67.0,35.0,22.0,6.39,108.76,23.31,63.25,loamy,short_rains,highland,0,maize
66.42,50.68,104.3,6.9,628.85,22.81,70.39,sandy,long_rains,sub_humid,0,sweetpotato
45.0,47.0,55.0,6.75,119.27,38.42,91.14,sandy,long_rains,sub_humid,0,papaya
0.0,123.0,205.0,5.79,121.13,22.03,92.96,loamy,transitional,highland,0,apple
64.37,42.49,37.64,6.8,393.46,30.88,43.88,loamy,dry,semi_arid,1,sorghum
80.0,18.0,31.0,7.3,134.68,24.03,58.85,silty,long_rains,highland,0,coffee
200.3,60.05,140.25,5.9,1659.78,32.32,66.74,clay,long_rains,coastal,0,sugarcane
73.48,46.86,66.95,6.3,952.67,29.34,54.95,loamy,dry,semi_arid,1,mango
27.0,61.0,18.0,5.27,108.51,33.31,67.08,loamy,short_rains,sub_humid,0,pigeon_peas
75.03,54.82,72.76,6.9,558.86,27.37,48.81,loamy,dry,semi_arid,0,sunflower
110.72,75.21,132.11,6.5,582.93,22.86,65.51,silty,transitional,sub_humid,1,tomato
108.19,79.56,125.14,6.6,512.05,22.27,64.88,silty,transitional,sub_humid,1,tomato
174.55,58.13,186.29,6.9,1423.0,25.25,79.68,loamy,long_rains,sub_humid,0,banana
33.12,73.12,55.87,7.1,502.54,21.35,63.23,loamy,short_rains,sub_humid,0,beans
74.7,53.64,102.6,6.6,638.34,27.05,65.74,sandy,short_rains,sub_humid,0,sweetpotato
174.77,68.57,187.94,6.1,1472.59,28.35,82.07,clay,long_rains,sub_humid,0,banana
23.0,21.0,26.0,5.9,149.22,26.45,93.45,loamy,long_rains,coastal,0,coconut
125.76,63.88,99.84,6.3,1515.92,18.55,76.16,silty,long_rains,highland,0,coffee
90.0,15.0,52.0,6.45,23.66,27.05,91.38,sandy,transitional,semi_arid,1,muskmelon
32.14,71.88,66.8,5.9,625.69,27.47,60.96,loamy,long_rains,sub_humid,0,groundnut
67.0,58.0,39.0,5.45,220.12,25.28,80.54,clay,long_rains,coastal,1,rice
65.58,45.35,41.65,6.3,449.3,28.74,49.23,loamy,short_rains,semi_arid,0,sorghum
95.0,21.0,47.0,6.43,20.66,27.93,93.56,sandy,dry,sub_humid,0,muskmelon
122.97,64.28,106.26,5.8,1625.71,18.18,76.03,loamy,long_rains,highland,0,coffee
24.0,70.0,21.0,5.52,132.77,19.15,45.37,sandy,long_rains,semi_arid,0,pigeon_peas
79.63,43.93,65.9,5.9,882.06,29.29,57.86,sandy,dry,semi_arid,0,mango
37.02,71.63,63.45,6.1,708.59,27.92,59.45,sandy,long_rains,sub_humid,1,groundnut
105.24,53.93,51.01,6.4,734.05,26.09,66.3,silty,short_rains,highland,0,maize
59.74,40.12,33.02,6.3,338.26,30.57,42.06,sandy,dry,semi_arid,0,millet
69.85,50.76,37.75,7.4,529.23,18.52,54.47,loamy,dry,highland,0,wheat
98.73,83.24,141.54,6.2,572.87,21.0,67.26,loamy,dry,highland,1,tomato
22.0,56.0,17.0,6.89,44.75,29.88,87.33,sandy,short_rains,sub_humid,1,mung_bean
97.62,63.86,104.69,7.4,482.05,20.87,54.83,sandy,dry,highland,1,onion
28.11,66.35,49.3,6.6,556.83,20.82,62.74,loamy,short_rains,highland,1,beans
175.67,59.0,194.1,5.9,1517.65,28.13,78.72,loamy,long_rains,coastal,0,banana
93.0,94.0,53.0,6.08,114.54,25.87,84.42,clay,long_rains,coastal,1,banana
74.6,37.24,39.74,6.9,583.77,17.22,50.08,loamy,dry,highland,1,wheat
163.91,46.43,82.19,4.8,2153.37,15.59,77.36,silty,long_rains,highland,0,tea
95.21,63.45,108.72,6.4,374.3,22.13,55.89,sandy,dry,semi_arid,0,onion
101.49,53.35,49.17,6.7,637.52,22.85,65.06,loamy,long_rains,highland,0,maize
64.0,40.84,41.93,6.0,410.35,27.75,46.18,sandy,short_rains,arid,0,sorghum
60.97,39.02,77.78,5.9,986.07,26.57,76.78,loamy,long_rains,coastal,0,cassava
122.52,82.99,125.71,6.4,754.96,15.27,73.53,silty,transitional,highland,0,potato
72.48,45.9,43.16,6.1,480.64,30.01,47.08,loamy,short_rains,semi_arid,0,sorghum
88.0,38.0,15.0,6.46,62.49,25.08,65.92,silty,long_rains,sub_humid,0,maize
90.0,86.0,52.0,5.79,119.09,25.85,81.96,loamy,long_rains,sub_humid,0,banana
118.0,88.0,51.0,6.2,100.66,25.45,79.49,loamy,long_rains,sub_humid,1,banana
55.0,67.0,16.0,6.6,70.27,34.37,69.69,loamy,short_rains,sub_humid,0,blackgram
130.0,59.0,19.0,6.52,93.51,25.07,82.5,clay,long_rains,coastal,1,cotton
100.17,51.83,47.89,6.8,598.97,22.38,70.53,loamy,long_rains,highland,0,maize
145.66,40.91,84.33,4.5,2158.11,16.73,83.95,silty,long_rains,highland,0,tea
119.06,55.12,45.03,6.9,1657.23,28.36,81.8,silty,long_rains,coastal,1,rice
124.79,70.35,92.62,6.2,590.62,16.36,62.15,loamy,short_rains,highland,0,cabbage
104.0,23.0,47.0,6.77,42.91,26.98,86.7,sandy,dry,semi_arid,1,watermelon
118.11,53.34,107.17,6.3,1515.58,19.25,75.96,loamy,long_rains,highland,0,coffee
126.82,65.29,96.58,6.3,1598.44,18.04,75.7,silty,long_rains,highland,0,coffee
39.0,77.0,21.0,4.6,159.69,23.0,60.24,sandy,short_rains,semi_arid,0,pigeon_peas
53.59,44.17,82.2,7.0,941.38,26.53,72.39,sandy,long_rains,coastal,0,cassava
116.87,54.76,44.0,6.3,1678.77,28.4,82.82,clay,long_rains,coastal,0,rice
69.0,66.0,49.0,6.53,92.12,40.0,90.17,loamy,long_rains,sub_humid,0,papaya
119.36,62.17,47.89,5.9,1618.31,26.73,81.1,clay,long_rains,sub_humid,1,rice
17.0,16.0,14.0,6.63,102.94,16.4,92.18,sandy,long_rains,sub_humid,1,orange
25.0,22.0,25.0,5.98,95.71,33.56,45.54,loamy,transitional,coastal,1,mango
112.9,59.24,82.49,5.9,640.26,28.68,46.7,loamy,long_rains,coastal,0,cotton
101.14,69.59,108.22,6.3,443.92,22.05,46.63,sandy,dry,highland,1,onion
7.0,144.0,197.0,6.13,114.05,23.85,94.35,silty,transitional,highland,0,apple
101.0,17.0,47.0,6.19,26.31,29.49,94.73,sandy,dry,semi_arid,0,muskmelon
101.22,89.21,123.05,6.7,537.01,22.65,64.64,loamy,dry,highland,0,tomato
0.0,27.0,38.0,6.74,109.39,22.45,89.9,sandy,dry,arid,1,pomegranate
38.87,68.35,63.2,6.5,704.17,28.37,60.49,loamy,long_rains,sub_humid,0,groundnut
69.07,39.27,40.6,6.5,444.18,28.69,44.72,sandy,dry,arid,1,sorghum
101.73,58.53,58.46,7.0,718.19,27.61,59.88,loamy,long_rains,coastal,0,cotton
120.0,20.0,34.0,6.91,130.38,23.57,50.56,loamy,long_rains,highland,0,coffee
5.0,23.0,15.0,7.41,112.54,25.67,92.05,sandy,long_rains,sub_humid,0,orange
83.02,42.56,35.9,7.3,580.27,16.44,54.56,clay,dry,highland,1,wheat
22.0,30.0,12.0,6.35,119.04,15.78,92.51,sandy,long_rains,highland,1,orange
4.0,23.0,5.0,7.48,110.33,22.68,93.36,sandy,transitional,highland,1,orange
101.94,67.43,102.61,6.7,499.96,21.4,51.28,sandy,dry,semi_arid,1,onion
83.39,44.89,42.82,7.0,526.69,17.48,57.52,clay,dry,highland,1,wheat
150.9,38.57,84.08,5.0,2204.04,15.14,79.37,silty,long_rains,highland,0,tea
73.07,41.48,41.76,7.4,618.03,16.74,51.21,loamy,dry,highland,1,wheat
100.08,54.19,52.03,5.8,634.06,22.8,59.84,loamy,long_rains,highland,0,maize
20.0,60.0,78.0,6.36,90.78,18.17,14.7,sandy,dry,highland,0,chickpea
183.34,55.81,158.64,6.5,1523.2,31.55,70.32,loamy,long_rains,coastal,1,sugarcane
25.0,68.0,77.0,7.7,85.75,20.09,15.11,loamy,transitional,highland,0,chickpea
84.23,45.86,41.58,7.1,562.02,20.04,51.41,clay,dry,highland,1,wheat
29.02,55.42,50.35,6.1,550.14,21.89,55.13,sandy,dry,semi_arid,0,chickpea
124.21,63.25,108.73,6.3,1589.73,19.32,73.74,loamy,long_rains,highland,0,coffee
6.0,142.0,202.0,6.22,70.43,27.24,82.95,loamy,dry,semi_arid,0,grapes
101.21,87.67,141.45,6.6,510.2,22.33,59.59,loamy,transitional,highland,1,tomato
16.0,130.0,201.0,5.68,68.85,29.12,82.79,loamy,dry,semi_arid,0,grapes
86.85,45.26,72.43,5.7,912.31,30.28,50.07,sandy,dry,coastal,1,mango
116.79,67.62,96.35,6.8,637.66,18.26,72.89,clay,short_rains,highland,0,cabbage
34.23,65.8,65.57,6.6,702.92,29.06,54.68,sandy,long_rains,sub_humid,1,groundnut
108.0,23.0,51.0,6.11,40.23,26.84,83.85,sandy,short_rains,semi_arid,0,watermelon
27.0,69.0,22.0,5.93,69.15,17.92,24.91,silty,short_rains,sub_humid,0,kidney_beans
20.0,68.0,17.0,6.58,71.73,30.12,60.12,loamy,transitional,sub_humid,0,blackgram
42.0,67.0,77.0,7.11,78.7,18.99,15.94,sandy,transitional,highland,0,chickpea
97.62,80.68,129.28,6.2,562.36,23.62,64.53,silty,dry,sub_humid,1,tomato
27.75,60.76,45.15,7.5,354.93,17.92,51.84,clay,dry,highland,0,lentils
78.0,58.0,15.0,6.53,62.91,25.01,67.82,loamy,short_rains,highland,1,maize
128.58,77.51,125.66,6.2,661.97,17.51,70.6,silty,long_rains,highland,0,potato
32.49,65.58,47.89,6.4,571.63,22.37,61.75,loamy,short_rains,sub_humid,0,beans
119.89,65.53,112.63,6.7,578.79,15.48,63.85,clay,long_rains,highland,0,cabbage
61.54,46.59,72.81,6.9,959.48,28.17,69.0,sandy,long_rains,sub_humid,0,cassava
22.0,59.0,23.0,4.37,36.5,27.32,51.28,sandy,short_rains,semi_arid,0,moth_beans
75.49,46.96,66.68,6.4,580.77,28.59,49.53,loamy,short_rains,sub_humid,0,sunflower
100.76,61.96,92.84,6.8,408.1,21.94,47.39,loamy,dry,semi_arid,1,onion
69.49,55.81,75.98,6.3,585.91,27.7,46.51,loamy,dry,sub_humid,0,sunflower
60.92,39.86,35.28,6.0,304.11,30.92,39.33,sandy,dry,arid,0,millet
102.76,80.08,113.06,6.3,502.08,22.07,60.03,silty,transitional,sub_humid,1,tomato
66.39,47.39,38.49,7.4,498.39,28.25,38.49,loamy,dry,semi_arid,0,sorghum
34.0,35.0,21.0,6.68,58.19,28.45,82.68,sandy,short_rains,semi_arid,0,mung_bean
99.15,69.08,105.39,6.1,424.1,23.1,51.35,loamy,dry,highland,1,onion
127.55,70.03,137.59,5.7,714.81,15.55,70.96,silty,transitional,highland,1,potato
106.73,81.61,123.21,7.0,566.48,23.27,64.36,silty,dry,highland,1,tomato
127.48,58.15,105.96,5.8,1641.87,19.24,74.69,loamy,long_rains,highland,0,coffee
126.33,77.62,130.61,5.8,661.08,16.34,69.26,loamy,transitional,highland,1,potato
23.87,54.97,47.66,6.1,560.31,20.54,52.45,sandy,transitional,highland,0,chickpea
38.0,14.0,30.0,5.57,194.9,26.92,91.2,sandy,long_rains,coastal,0,coconut
50.0,56.0,76.0,7.97,73.51,21.0,19.86,sandy,transitional,semi_arid,1,chickpea
111.32,65.9,99.68,7.0,557.44,17.58,68.69,loamy,long_rains,highland,1,cabbage
22.0,16.0,27.0,6.01,188.93,29.18,90.27,loamy,long_rains,coastal,1,coconut
114.41,86.99,130.46,6.0,658.76,15.27,68.3,loamy,long_rains,highland,1,potato
152.67,42.93,86.71,4.8,1750.43,18.19,85.47,silty,long_rains,highland,0,tea
14.0,55.0,15.0,8.05,73.45,27.34,55.28,sandy,short_rains,semi_arid,0,moth_beans
178.01,55.37,198.15,6.5,1642.98,28.94,81.28,loamy,long_rains,coastal,1,banana
74.81,43.43,38.82,6.3,639.69,17.84,52.69,loamy,dry,highland,0,wheat
33.0,31.0,34.0,5.42,89.78,31.33,50.22,sandy,transitional,semi_arid,0,mango
19.0,123.0,200.0,6.17,65.7,34.76,81.04,loamy,dry,semi_arid,1,grapes
81.54,44.55,40.03,7.0,537.51,18.53,52.41,clay,dry,highland,1,wheat
11.0,34.0,32.0,6.83,97.55,29.14,49.41,loamy,dry,coastal,0,mango
76.92,51.44,71.91,6.6,580.72,26.26,49.39,loamy,dry,semi_arid,0,sunflower
30.83,65.34,53.48,6.6,574.06,19.92,67.03,silty,short_rains,sub_humid,0,beans
65.38,43.62,90.55,5.8,904.84,27.58,77.88,sandy,long_rains,sub_humid,0,cassava
6.0,13.0,29.0,5.83,201.83,27.31,99.97,sandy,long_rains,coastal,1,coconut
13.0,72.0,21.0,5.82,60.28,24.32,21.03,loamy,long_rains,highland,0,kidney_beans
10.0,125.0,196.0,5.73,113.07,22.31,90.04,silty,transitional,highland,1,apple
9.0,77.0,17.0,5.78,106.16,20.12,24.45,loamy,long_rains,sub_humid,1,kidney_beans
94.7,62.76,98.22,7.4,477.77,19.35,56.75,sandy,dry,highland,1,onion
18.0,26.0,31.0,5.42,91.1,32.61,47.75,sandy,transitional,coastal,0,mango
57.32,38.55,35.68,5.6,369.53,33.45,42.0,sandy,short_rains,semi_arid,0,millet
174.8,55.46,185.37,5.9,1376.96,28.12,77.9,loamy,long_rains,sub_humid,0,banana
177.85,59.12,142.12,7.2,1532.01,30.86,72.41,loamy,long_rains,coastal,1,sugarcane
33.27,69.78,65.59,5.8,729.8,27.15,59.14,sandy,long_rains,sub_humid,1,groundnut
112.47,55.67,44.82,6.4,1911.83,26.67,86.06,silty,long_rains,sub_humid,1,rice
20.0,68.0,23.0,7.71,63.18,25.55,63.95,clay,transitional,coastal,0,blackgram
109.72,80.43,124.17,6.3,528.9,23.77,67.73,loamy,transitional,sub_humid,1,tomato
114.02,55.32,107.93,6.4,1682.32,20.14,78.56,silty,long_rains,highland,0,coffee
127.02,64.6,41.95,6.2,1689.37,26.67,89.19,silty,long_rains,coastal,1,rice
25.37,58.75,47.62,7.0,548.87,20.39,52.19,sandy,transitional,semi_arid,1,chickpea
30.69,62.19,44.07,5.7,557.57,21.65,52.14,sandy,dry,highland,1,chickpea
122.29,69.76,108.9,6.4,559.53,18.66,66.52,loamy,long_rains,highland,1,cabbage
36.57,64.79,53.01,6.4,498.99,22.92,65.07,loamy,short_rains,highland,0,beans
20.0,79.0,77.0,7.65,76.33,18.55,16.03,loamy,transitional,highland,1,chickpea
120.8,62.08,97.48,6.1,636.05,15.92,65.44,loamy,long_rains,highland,1,cabbage
67.44,55.84,70.21,7.3,591.64,25.78,49.04,loamy,short_rains,sub_humid,0,sunflower
171.82,66.51,189.45,6.6,1450.28,25.73,81.67,clay,long_rains,coastal,0,banana
120.34,79.89,125.69,5.6,783.34,14.44,69.84,silty,transitional,highland,0,potato
114.0,30.0,51.0,6.07,25.93,29.25,90.07,sandy,transitional,sub_humid,0,muskmelon
16.0,51.0,21.0,3.53,32.81,31.02,49.98,sandy,short_rains,arid,0,moth_beans
91.0,35.0,38.0,6.13,183.68,24.9,80.53,clay,long_rains,coastal,0,rice
60.79,33.69,38.02,5.5,309.54,31.42,40.73,sandy,dry,arid,0,millet
95.0,59.86,53.01,6.8,694.49,22.03,67.95,loamy,long_rains,sub_humid,0,maize
118.49,52.18,45.75,6.9,2073.95,27.7,81.12,clay,long_rains,coastal,1,rice
74.41,55.78,102.38,6.3,672.38,26.54,64.17,sandy,long_rains,highland,0,sweetpotato
106.26,55.83,48.84,6.1,659.29,23.65,68.19,silty,long_rains,sub_humid,0,maize
23.0,23.0,30.0,4.76,90.89,32.82,47.46,loamy,transitional,semi_arid,0,mango
181.42,59.15,151.7,6.5,1598.61,29.51,73.6,clay,long_rains,sub_humid,0,sugarcane
85.48,44.82,38.72,7.4,562.86,16.26,52.79,clay,dry,highland,1,wheat
35.93,65.0,51.58,7.1,574.37,19.19,61.4,loamy,long_rains,sub_humid,0,beans
118.38,74.67,101.41,6.4,580.8,17.7,63.52,loamy,short_rains,highland,1,cabbage
38.0,72.0,21.0,5.9,186.5,28.23,49.44,loamy,long_rains,sub_humid,0,pigeon_peas
67.07,52.03,85.86,5.7,914.93,26.22,75.03,loamy,long_rains,coastal,1,cassava
29.0,71.0,18.0,6.41,53.47,22.17,62.14,clay,transitional,highland,0,lentils
33.0,58.0,24.0,5.27,108.63,35.46,68.76,sandy,long_rains,sub_humid,0,pigeon_peas
76.71,40.36,40.81,7.2,470.56,29.61,45.17,sandy,dry,arid,1,sorghum
42.61,67.38,72.71,6.9,765.01,28.89,64.13,sandy,long_rains,coastal,1,groundnut
14.0,74.0,19.0,6.62,93.12,18.4,36.83,sandy,short_rains,semi_arid,0,pigeon_peas
